-1.65321251377534 50327
-1.65321251377534 50257
-1.65321251377534 49823
-1.64886956895631 49857
-1.64452662413728 49722
-1.64018367931825 49665
-1.64018367931825 49425
-1.63584073449921 49196
-1.63149778968018 49138
-1.62715484486115 48994
-1.62281190004212 48120
-1.62281190004212 48083
-1.61846895522308 48133
-1.61412601040405 47986
-1.60978306558502 47534
-1.60544012076599 47422
-1.60544012076599 47392
-1.60109717594695 47138
-1.59675423112792 46866
-1.59241128630889 47012
-1.58806834148986 47042
-1.58806834148986 47052
-1.58372539667082 46885
-1.57938245185179 46847
-1.57503950703276 46755
-1.57069656221373 46755
-1.57069656221373 46774
-1.56635361739469 46714
-1.56201067257566 46778
-1.55766772775663 46745
-1.5533247829376 46892
-1.5533247829376 46802
-1.54898183811856 46579
-1.54463889329953 45760
-1.5402959484805 45750
-1.53595300366147 45580
-1.53595300366147 45571
-1.53161005884243 45500
-1.5272671140234 45550
-1.52292416920437 45334
-1.51858122438534 45409
-1.51858122438534 45072
-1.5142382795663 44741
-1.50989533474727 44741
-1.50555238992824 44723
-1.50120944510921 44651
-1.50120944510921 44607
-1.49686650029017 44496
-1.49252355547114 44294
-1.48818061065211 44017
-1.48383766583308 43927
-1.48383766583308 43841
-1.47949472101404 43764
-1.47515177619501 43761
-1.47080883137598 44185
-1.46646588655695 44201
-1.46646588655695 44171
-1.46212294173791 43936
-1.45777999691888 43948
-1.45343705209985 43961
-1.44909410728082 43961
-1.44909410728082 43922
-1.44475116246178 43804
-1.44040821764275 42981
-1.43606527282372 43041
-1.43172232800469 43113
-1.43172232800469 43008
-1.42737938318565 42683
-1.42303643836662 42657
-1.41869349354759 42667
-1.41435054872856 42797
-1.41435054872856 42718
-1.41000760390952 42734
-1.40566465909049 42716
-1.40132171427146 42640
-1.39697876945243 42822
-1.39697876945243 42570
-1.39263582463339 42530
-1.38829287981436 42488
-1.38394993499533 42418
-1.3796069901763 42473
-1.3796069901763 40114
-1.37526404535726 40173
-1.37092110053823 40122
-1.3665781557192 39055
-1.36223521090016 39004
-1.36223521090016 38525
-1.35789226608113 38470
-1.3535493212621 37944
-1.34920637644307 37956
-1.34486343162403 37929
-1.34486343162403 37529
-1.340520486805 37416
-1.33617754198597 37535
-1.33183459716694 37493
-1.3274916523479 37403
-1.3274916523479 37318
-1.32314870752887 37701
-1.31880576270984 37841
-1.31446281789081 37881
-1.31011987307177 37857
-1.31011987307177 37819
-1.30577692825274 37625
-1.30143398343371 37685
-1.29709103861468 37664
-1.29274809379564 37782
-1.29274809379564 37395
-1.28840514897661 37589
-1.28406220415758 37620
-1.27971925933855 37582
-1.27537631451951 37622
-1.27537631451951 37790
-1.27103336970048 36996
-1.26669042488145 37086
-1.26234748006242 37256
-1.25800453524338 37201
-1.25800453524338 37158
-1.25366159042435 37178
-1.24931864560532 37215
-1.24497570078629 37102
-1.24063275596725 37097
-1.24063275596725 37093
-1.23628981114822 37146
-1.23194686632919 37218
-1.22760392151016 37218
-1.22326097669112 37233
-1.22326097669112 37307
-1.21891803187209 36836
-1.21457508705306 36828
-1.21023214223403 36683
-1.20588919741499 36868
-1.20588919741499 36964
-1.20154625259596 37036
-1.19720330777693 37011
-1.1928603629579 37061
-1.18851741813886 36978
-1.18851741813886 36662
-1.18417447331983 36740
-1.1798315285008 36747
-1.17548858368177 36824
-1.17114563886273 36759
-1.17114563886273 36798
-1.1668026940437 36719
-1.16245974922467 36651
-1.15811680440564 36507
-1.1537738595866 35936
-1.1537738595866 36102
-1.14943091476757 36052
-1.14508796994854 35849
-1.14074502512951 35669
-1.13640208031047 35523
-1.13640208031047 35483
-1.13205913549144 35401
-1.12771619067241 35408
-1.12337324585338 35158
-1.11903030103434 35058
-1.11903030103434 35251
-1.11468735621531 35181
-1.11034441139628 35074
-1.10600146657725 34866
-1.10165852175821 34866
-1.10165852175821 34701
-1.09731557693918 34560
-1.09297263212015 34025
-1.08862968730112 33955
-1.08428674248208 34147
-1.08428674248208 34543
-1.07994379766305 34742
-1.07560085284402 34772
-1.07125790802499 34716
-1.06691496320595 34836
-1.06691496320595 34847
-1.06257201838692 34921
-1.05822907356789 35041
-1.05388612874886 34925
-1.04954318392982 34985
-1.04954318392982 35001
-1.04520023911079 35165
-1.04085729429176 35210
-1.03651434947273 35375
-1.03217140465369 35384
-1.03217140465369 35333
-1.02782845983466 35540
-1.02348551501563 35716
-1.0191425701966 35914
-1.01479962537756 35898
-1.01479962537756 35897
-1.01045668055853 35981
-1.0061137357395 35561
-1.00177079092047 35521
-0.997427846101433 35505
-0.997427846101433 35477
-0.993084901282401 35124
-0.988741956463368 35024
-0.984399011644336 35385
-0.980056066825303 35260
-0.980056066825303 35171
-0.975713122006271 35166
-0.971370177187238 35156
-0.967027232368206 35460
-0.962684287549173 35460
-0.962684287549173 35373
-0.958341342730141 35466
-0.953998397911108 35416
-0.949655453092076 35564
-0.945312508273043 35463
-0.945312508273043 35503
-0.940969563454011 35521
-0.936626618634978 35578
-0.932283673815946 36158
-0.927940728996913 35972
-0.927940728996913 36264
-0.923597784177881 36263
-0.919254839358848 36243
-0.914911894539816 36244
-0.910568949720783 35618
-0.910568949720783 35677
-0.906226004901751 35670
-0.901883060082718 35582
-0.897540115263686 35473
-0.893197170444653 35583
-0.893197170444653 35519
-0.88885422562562 35673
-0.884511280806588 35748
-0.880168335987555 35598
-0.875825391168523 35644
-0.875825391168523 35487
-0.87148244634949 33776
-0.867139501530458 33871
-0.862796556711425 33837
-0.858453611892393 33712
-0.858453611892393 33686
-0.85411066707336 33616
-0.849767722254328 33676
-0.845424777435295 32914
-0.841081832616263 32996
-0.841081832616263 32937
-0.83673888779723 32988
-0.832395942978198 33024
-0.828052998159165 32873
-0.823710053340133 32926
-0.823710053340133 33120
-0.8193671085211 33004
-0.815024163702068 33114
-0.810681218883035 33452
-0.806338274064003 33497
-0.806338274064003 33603
-0.80199532924497 33574
-0.797652384425938 33963
-0.793309439606905 34101
-0.788966494787873 34096
-0.788966494787873 34421
-0.78462354996884 34365
-0.780280605149807 34365
-0.775937660330775 34258
-0.771594715511742 34410
-0.771594715511742 34480
-0.76725177069271 34507
-0.762908825873678 34387
-0.758565881054645 34340
-0.754222936235613 34410
-0.754222936235613 34363
-0.74987999141658 34524
-0.745537046597547 34706
-0.741194101778515 34731
-0.736851156959482 34731
-0.736851156959482 34652
-0.73250821214045 34803
-0.728165267321417 34852
-0.723822322502385 34778
-0.719479377683352 34584
-0.719479377683352 34805
-0.71513643286432 34768
-0.710793488045287 34810
-0.706450543226255 35095
-0.702107598407222 35125
-0.702107598407222 35205
-0.69776465358819 35220
-0.693421708769157 35370
-0.689078763950125 35239
-0.684735819131092 35279
-0.684735819131092 35157
-0.68039287431206 35042
-0.676049929493027 35032
-0.671706984673994 35029
-0.667364039854962 34961
-0.667364039854962 34633
-0.663021095035929 35264
-0.658678150216897 35164
-0.654335205397864 35223
