0	0	49
1	0	25

0	1	15
1	1	42

0	2	16
1	2	22

0	3	8
1	3	17

0	4	21
1	4	30

0	5	20
1	5	20

0	6	27
1	6	0

0	7	4
1	7	48

0	8	2
1	8	5

0	9	32
1	9	51

0	10	29
1	10	45

0	11	46
1	11	47

0	12	17
1	12	50

0	13	4
1	13	29

0	14	38
1	14	10

0	15	11
1	15	22

0	16	43
1	16	41

0	17	37
1	17	52

0	18	20
1	18	4

0	19	38
1	19	38

0	20	37
1	20	28

0	21	12
1	21	18

0	22	7
1	22	25

0	23	52
1	23	33

0	24	53
1	24	50

0	25	4
1	25	0

0	26	15
1	26	7

0	27	40
1	27	23

0	28	10
1	28	29

0	29	36
1	29	53

0	30	43
1	30	46

0	31	42
1	31	53

0	32	34
1	32	42

0	33	5
1	33	14

0	34	53
1	34	24

0	35	47
1	35	2

0	36	38
1	36	30

0	37	12
1	37	0

0	38	18
1	38	37

0	39	28
1	39	24

0	40	9
1	40	52

0	41	43
1	41	27

0	42	35
1	42	3

0	43	16
1	43	9

0	44	5
1	44	32

0	45	28
1	45	43

0	46	49
1	46	24

0	47	33
1	47	9

0	48	46
1	48	35

0	49	0
1	49	27

0	50	9
1	50	5

0	51	3
1	51	39

0	52	8
1	52	19

0	53	0
1	53	16

0	54	48
1	54	25

0	55	43
1	55	46

0	56	7
1	56	20

0	57	15
1	57	29

0	58	36
1	58	43

0	59	42
1	59	39

0	60	31
1	60	23

0	61	28
1	61	12

0	62	8
1	62	41

0	63	21
1	63	14

0	64	34
1	64	31

0	65	0
1	65	30

0	66	43
1	66	51

0	67	26
1	67	38

0	68	39
1	68	39

0	69	22
1	69	50

0	70	44
1	70	23

0	71	51
1	71	19

0	72	21
1	72	29

0	73	14
1	73	7

0	74	6
1	74	35

0	75	34
1	75	43

0	76	27
1	76	38

0	77	18
1	77	29

0	78	15
1	78	49

0	79	0
1	79	50

0	80	53
1	80	16

0	81	41
1	81	8

0	82	5
1	82	25

0	83	3
1	83	33

0	84	25
1	84	16

0	85	34
1	85	1

0	86	31
1	86	48

0	87	45
1	87	42

0	88	37
1	88	17

0	89	2
1	89	36

0	90	11
1	90	10

0	91	51
1	91	32

0	92	1
1	92	23

0	93	18
1	93	18

0	94	5
1	94	16

0	95	29
1	95	15

0	96	32
1	96	24

0	97	37
1	97	45

0	98	49
1	98	50

0	99	37
1	99	24

0	100	40
1	100	16

0	101	34
1	101	13

0	102	48
1	102	33

0	103	31
1	103	15

0	104	35
1	104	17

0	105	53
1	105	7

0	106	4
1	106	41

0	107	37
1	107	48

0	108	11
1	108	29

0	109	36
1	109	46

0	110	36
1	110	5

0	111	4
1	111	26

0	112	22
1	112	33

0	113	44
1	113	9

0	114	48
1	114	28

0	115	46
1	115	37

0	116	33
1	116	53

0	117	26
1	117	31

0	118	30
1	118	28

0	119	38
1	119	19

0	120	45
1	120	24

0	121	46
1	121	27

0	122	4
1	122	37

0	123	31
1	123	18

0	124	28
1	124	50

0	125	35
1	125	28

0	126	17
1	126	22

0	127	23
1	127	27

0	128	9
1	128	2

0	129	50
1	129	43

0	130	23
1	130	49

0	131	53
1	131	39

0	132	34
1	132	5

0	133	15
1	133	53

0	134	0
1	134	26

0	135	41
1	135	29

0	136	17
1	136	21

0	137	27
1	137	19

0	138	40
1	138	49

0	139	31
1	139	25

0	140	39
1	140	42

0	141	34
1	141	46

0	142	12
1	142	2

0	143	3
1	143	13

0	144	24
1	144	6

0	145	14
1	145	37

0	146	36
1	146	19

0	147	13
1	147	42

0	148	21
1	148	35

0	149	33
1	149	39

0	150	9
1	150	12

0	151	25
1	151	32

0	152	22
1	152	8

