0	0	28
1	0	47
2	0	23
3	0	39
4	0	50

0	1	34
1	1	50
2	1	11
3	1	9
4	1	22

0	2	34
1	2	8
2	2	53
3	2	19
4	2	16

0	3	44
1	3	1
2	3	29
3	3	16
4	3	22

0	4	33
1	4	2
2	4	45
3	4	52
4	4	14

0	5	13
1	5	3
2	5	50
3	5	2
4	5	8

0	6	29
1	6	46
2	6	5
3	6	43
4	6	10

0	7	46
1	7	52
2	7	11
3	7	18
4	7	11

0	8	23
1	8	9
2	8	4
3	8	45
4	8	29

0	9	37
1	9	40
2	9	22
3	9	34
4	9	47

0	10	2
1	10	38
2	10	30
3	10	32
4	10	52

0	11	8
1	11	39
2	11	39
3	11	39
4	11	53

0	12	43
1	12	8
2	12	4
3	12	27
4	12	2

0	13	17
1	13	53
2	13	46
3	13	5
4	13	19

0	14	10
1	14	52
2	14	42
3	14	37
4	14	0

0	15	12
1	15	24
2	15	13
3	15	42
4	15	38

0	16	27
1	16	42
2	16	28
3	16	26
4	16	1

0	17	42
1	17	23
2	17	37
3	17	41
4	17	9

0	18	40
1	18	29
2	18	19
3	18	8
4	18	27

0	19	14
1	19	3
2	19	34
3	19	38
4	19	17

0	20	26
1	20	29
2	20	17
3	20	27
4	20	35

0	21	17
1	21	52
2	21	39
3	21	36
4	21	37

0	22	35
1	22	35
2	22	44
3	22	5
4	22	6

0	23	11
1	23	16
2	23	23
3	23	52
4	23	0

0	24	43
1	24	35
2	24	14
3	24	1
4	24	46

0	25	1
1	25	4
2	25	13
3	25	19
4	25	21

0	26	23
1	26	33
2	26	41
3	26	21
4	26	43

0	27	38
1	27	0
2	27	52
3	27	33
4	27	43

0	28	18
1	28	32
2	28	19
3	28	8
4	28	27

0	29	33
1	29	26
2	29	16
3	29	21
4	29	4

0	30	43
1	30	39
2	30	51
3	30	11
4	30	35

0	31	37
1	31	42
2	31	24
3	31	25
4	31	34

0	32	32
1	32	33
2	32	32
3	32	30
4	32	35

0	33	49
1	33	24
2	33	9
3	33	26
4	33	32

0	34	36
1	34	34
2	34	37
3	34	6
4	34	53

0	35	42
1	35	17
2	35	22
3	35	40
4	35	20

0	36	0
1	36	20
2	36	43
3	36	38
4	36	23

0	37	0
1	37	33
2	37	10
3	37	18
4	37	33

0	38	32
1	38	46
2	38	45
3	38	24
4	38	27

0	39	41
1	39	5
2	39	14
3	39	47
4	39	6

0	40	3
1	40	35
2	40	0
3	40	43
4	40	32

0	41	9
1	41	7
2	41	42
3	41	2
4	41	36

0	42	50
1	42	44
2	42	13
3	42	41
4	42	37

0	43	32
1	43	47
2	43	28
3	43	46
4	43	38

0	44	24
1	44	0
2	44	5
3	44	27
4	44	51

0	45	0
1	45	19
2	45	17
3	45	45
4	45	6

0	46	52
1	46	36
2	46	35
3	46	24
4	46	14

0	47	47
1	47	14
2	47	45
3	47	27
4	47	40

0	48	15
1	48	30
2	48	47
3	48	42
4	48	4

0	49	6
1	49	29
2	49	21
3	49	52
4	49	5

0	50	14
1	50	10
2	50	42
3	50	31
4	50	24

0	51	13
1	51	35
2	51	52
3	51	33
4	51	15

0	52	26
1	52	18
2	52	22
3	52	16
4	52	39

0	53	52
1	53	20
2	53	35
3	53	26
4	53	25

0	54	11
1	54	4
2	54	15
3	54	33
4	54	8

0	55	34
1	55	10
2	55	30
3	55	38
4	55	31

0	56	1
1	56	12
2	56	40
3	56	10
4	56	0

0	57	18
1	57	5
2	57	11
3	57	49
4	57	28

0	58	19
1	58	15
2	58	5
3	58	23
4	58	6

0	59	32
1	59	31
2	59	34
3	59	42
4	59	53

0	60	48
1	60	23
2	60	23
3	60	21
4	60	48

0	61	6
1	61	28
2	61	18
3	61	16
4	61	46

0	62	45
1	62	26
2	62	9
3	62	40
4	62	32

0	63	53
1	63	47
2	63	50
3	63	46
4	63	37

0	64	53
1	64	16
2	64	44
3	64	45
4	64	35

0	65	46
1	65	1
2	65	3
3	65	40
4	65	13

0	66	18
1	66	20
2	66	2
3	66	20
4	66	42

0	67	26
1	67	11
2	67	14
3	67	28
4	67	30

0	68	30
1	68	1
2	68	42
3	68	31
4	68	3

0	69	14
1	69	36
2	69	51
3	69	48
4	69	4

0	70	25
1	70	28
2	70	20
3	70	2
4	70	34

0	71	30
1	71	21
2	71	50
3	71	52
4	71	51

0	72	36
1	72	19
2	72	1
3	72	36
4	72	24

0	73	35
1	73	13
2	73	47
3	73	53
4	73	32

0	74	20
1	74	38
2	74	35
3	74	49
4	74	18

0	75	43
1	75	43
2	75	16
3	75	23
4	75	26

0	76	16
1	76	17
2	76	14
3	76	43
4	76	9

0	77	38
1	77	20
2	77	25
3	77	19
4	77	6

0	78	23
1	78	23
2	78	22
3	78	23
4	78	46

0	79	19
1	79	44
2	79	35
3	79	11
4	79	16

0	80	40
1	80	41
2	80	33
3	80	42
4	80	13

0	81	30
1	81	20
2	81	52
3	81	45
4	81	46

0	82	19
1	82	23
2	82	46
3	82	29
4	82	31

0	83	46
1	83	19
2	83	31
3	83	2
4	83	14

0	84	44
1	84	47
2	84	7
3	84	16
4	84	37

0	85	4
1	85	21
2	85	27
3	85	35
4	85	17

0	86	11
1	86	43
2	86	43
3	86	14
4	86	36

0	87	40
1	87	23
2	87	12
3	87	32
4	87	9

0	88	23
1	88	20
2	88	19
3	88	21
4	88	37

0	89	26
1	89	44
2	89	1
3	89	48
4	89	33

0	90	3
1	90	1
2	90	34
3	90	11
4	90	3

0	91	36
1	91	9
2	91	40
3	91	49
4	91	35

0	92	38
1	92	19
2	92	17
3	92	53
4	92	2

0	93	44
1	93	28
2	93	2
3	93	2
4	93	47

0	94	36
1	94	48
2	94	48
3	94	21
4	94	28

0	95	28
1	95	45
2	95	16
3	95	39
4	95	11

0	96	43
1	96	29
2	96	27
3	96	17
4	96	3

0	97	46
1	97	42
2	97	17
3	97	47
4	97	27

0	98	49
1	98	50
2	98	52
3	98	52
4	98	43

0	99	29
1	99	15
2	99	42
3	99	40
4	99	42

0	100	45
1	100	27
2	100	26
3	100	4
4	100	30

0	101	49
1	101	20
2	101	40
3	101	32
4	101	19

0	102	5
1	102	39
2	102	18
3	102	3
4	102	11

0	103	12
1	103	4
2	103	2
3	103	36
4	103	26

0	104	19
1	104	19
2	104	48
3	104	50
4	104	1

0	105	10
1	105	15
2	105	1
3	105	34
4	105	9

0	106	20
1	106	33
2	106	22
3	106	12
4	106	45

0	107	51
1	107	25
2	107	4
3	107	37
4	107	36

0	108	5
1	108	30
2	108	37
3	108	40
4	108	24

0	109	46
1	109	39
2	109	21
3	109	7
4	109	10

0	110	37
1	110	13
2	110	37
3	110	27
4	110	50

0	111	51
1	111	39
2	111	36
3	111	15
4	111	17

0	112	8
1	112	27
2	112	30
3	112	13
4	112	7

0	113	18
1	113	44
2	113	25
3	113	31
4	113	35

0	114	13
1	114	30
2	114	38
3	114	39
4	114	8

0	115	25
1	115	26
2	115	2
3	115	25
4	115	2

0	116	14
1	116	43
2	116	53
3	116	3
4	116	39

0	117	36
1	117	48
2	117	51
3	117	52
4	117	12

0	118	9
1	118	19
2	118	4
3	118	40
4	118	32

0	119	37
1	119	36
2	119	31
3	119	53
4	119	27

0	120	41
1	120	44
2	120	14
3	120	36
4	120	16

0	121	17
1	121	37
2	121	40
3	121	35
4	121	7

0	122	0
1	122	24
2	122	12
3	122	18
4	122	29

0	123	53
1	123	9
2	123	44
3	123	42
4	123	34

0	124	2
1	124	42
2	124	51
3	124	6
4	124	30

0	125	23
1	125	30
2	125	34
3	125	36
4	125	28

0	126	44
1	126	48
2	126	52
3	126	41
4	126	4

0	127	12
1	127	9
2	127	49
3	127	26
4	127	48

0	128	25
1	128	45
2	128	36
3	128	0
4	128	50

0	129	3
1	129	24
2	129	51
3	129	24
4	129	53

0	130	35
1	130	14
2	130	10
3	130	17
4	130	10

0	131	44
1	131	26
2	131	22
3	131	52
4	131	20

0	132	4
1	132	10
2	132	44
3	132	46
4	132	34

0	133	37
1	133	40
2	133	28
3	133	44
4	133	23

0	134	49
1	134	23
2	134	33
3	134	13
4	134	33

0	135	32
1	135	51
2	135	49
3	135	28
4	135	30

0	136	50
1	136	48
2	136	2
3	136	26
4	136	20

0	137	40
1	137	45
2	137	44
3	137	21
4	137	17

0	138	38
1	138	45
2	138	18
3	138	53
4	138	17

0	139	5
1	139	25
2	139	17
3	139	50
4	139	15

0	140	16
1	140	26
2	140	48
3	140	31
4	140	5

0	141	36
1	141	13
2	141	49
3	141	22
4	141	1

0	142	7
1	142	30
2	142	27
3	142	36
4	142	26

0	143	38
1	143	47
2	143	14
3	143	39
4	143	39

0	144	21
1	144	8
2	144	21
3	144	19
4	144	48

0	145	20
1	145	17
2	145	20
3	145	45
4	145	34

0	146	52
1	146	46
2	146	15
3	146	21
4	146	40

0	147	0
1	147	39
2	147	42
3	147	51
4	147	31

0	148	33
1	148	22
2	148	0
3	148	24
4	148	0

0	149	18
1	149	20
2	149	38
3	149	3
4	149	7

0	150	47
1	150	53
2	150	25
3	150	6
4	150	32

0	151	53
1	151	2
2	151	10
3	151	20
4	151	21

0	152	14
1	152	43
2	152	48
3	152	17
4	152	24

0	153	48
1	153	34
2	153	16
3	153	35
4	153	4

0	154	5
1	154	28
2	154	43
3	154	49
4	154	17

0	155	31
1	155	22
2	155	21
3	155	33
4	155	27

0	156	42
1	156	22
2	156	22
3	156	20
4	156	50

0	157	5
1	157	19
2	157	49
3	157	36
4	157	3

0	158	25
1	158	50
2	158	9
3	158	21
4	158	24

0	159	22
1	159	46
2	159	43
3	159	28
4	159	6

0	160	6
1	160	29
2	160	12
3	160	9
4	160	30

0	161	7
1	161	42
2	161	32
3	161	47
4	161	41

0	162	43
1	162	14
2	162	24
3	162	37
4	162	2

0	163	38
1	163	36
2	163	29
3	163	53
4	163	44

0	164	8
1	164	32
2	164	5
3	164	7
4	164	14

0	165	15
1	165	53
2	165	32
3	165	15
4	165	38

0	166	19
1	166	12
2	166	28
3	166	18
4	166	39

0	167	51
1	167	2
2	167	29
3	167	39
4	167	21

0	168	53
1	168	33
2	168	0
3	168	46
4	168	46

0	169	16
1	169	51
2	169	33
3	169	48
4	169	45

0	170	39
1	170	21
2	170	10
3	170	17
4	170	13

0	171	8
1	171	45
2	171	16
3	171	29
4	171	1

0	172	10
1	172	0
2	172	41
3	172	23
4	172	31

0	173	46
1	173	46
2	173	6
3	173	41
4	173	26

