0 580 22
1 580 15
2 580 7
3 580 18
4 580 27
5 580 40
6 580 4
7 580 0
8 580 0
9 580 44
10 580 47
11 580 41
12 580 24
13 580 10
14 580 24
15 580 49
16 580 46
17 580 44
18 580 16
19 580 30
20 580 26
21 580 4
22 580 22
23 580 36
24 580 42
25 580 8
26 580 8
27 580 6
28 580 29
29 580 18
30 580 33
31 580 12
32 580 12
33 580 48
34 580 32
35 580 14
36 580 27
37 580 20
38 580 51
39 580 31
40 580 4
41 580 16
42 580 22
43 580 11
44 580 21
45 580 11
46 580 6
47 580 0
48 580 38
49 580 26

0 510 1
1 510 26
2 510 50
3 510 24
4 510 18
5 510 27
6 510 28
7 510 6
8 510 32
9 510 8
10 510 32
11 510 34
12 510 39
13 510 16
14 510 45
15 510 2
16 510 3
17 510 50
18 510 46
19 510 25
20 510 24
21 510 17
22 510 23
23 510 10
24 510 34
25 510 27
26 510 1
27 510 17
28 510 26
29 510 5
30 510 50
31 510 48
32 510 1
33 510 6
34 510 12
35 510 49
36 510 16
37 510 3
38 510 41
39 510 7
40 510 5
41 510 45
42 510 12
43 510 20
44 510 44
45 510 1
46 510 20
47 510 36
48 510 41
49 510 9

0 597 0
1 597 48
2 597 11
3 597 48
4 597 12
5 597 44
6 597 35
7 597 8
8 597 39
9 597 20
10 597 38
11 597 18
12 597 47
13 597 25
14 597 12
15 597 25
16 597 37
17 597 41
18 597 32
19 597 38
20 597 17
21 597 33
22 597 41
23 597 31
24 597 24
25 597 18
26 597 42
27 597 27
28 597 16
29 597 49
30 597 11
31 597 11
32 597 13
33 597 19
34 597 18
35 597 46
36 597 36
37 597 49
38 597 8
39 597 21
40 597 36
41 597 17
42 597 51
43 597 43
44 597 2
45 597 5
46 597 23
47 597 14
48 597 2
49 597 30

0 601 45
1 601 2
2 601 2
3 601 3
4 601 36
5 601 28
6 601 13
7 601 1
8 601 46
9 601 31
10 601 0
11 601 53
12 601 36
13 601 22
14 601 14
15 601 46
16 601 24
17 601 29
18 601 50
19 601 13
20 601 8
21 601 41
22 601 14
23 601 47
24 601 52
25 601 20
26 601 30
27 601 47
28 601 27
29 601 37
30 601 26
31 601 15
32 601 4
33 601 27
34 601 45
35 601 53
36 601 12
37 601 11
38 601 35
39 601 13
40 601 43
41 601 31
42 601 6
43 601 39
44 601 30
45 601 7
46 601 11
47 601 50
48 601 9
49 601 49

0 602 47
1 602 33
2 602 5
3 602 46
4 602 20
5 602 15
6 602 51
7 602 13
8 602 32
9 602 42
10 602 12
11 602 6
12 602 28
13 602 42
14 602 23
15 602 30
16 602 1
17 602 21
18 602 28
19 602 24
20 602 42
21 602 42
22 602 8
23 602 25
24 602 18
25 602 3
26 602 48
27 602 30
28 602 13
29 602 26
30 602 27
31 602 51
32 602 32
33 602 53
34 602 37
35 602 15
36 602 42
37 602 13
38 602 27
39 602 8
40 602 49
41 602 7
42 602 16
43 602 42
44 602 0
45 602 8
46 602 24
47 602 2
48 602 51
49 602 34

0 605 1
1 605 30
2 605 27
3 605 31
4 605 10
5 605 16
6 605 53
7 605 51
8 605 5
9 605 24
10 605 30
11 605 13
12 605 31
13 605 31
14 605 0
15 605 7
16 605 48
17 605 48
18 605 25
19 605 36
20 605 22
21 605 23
22 605 30
23 605 30
24 605 31
25 605 40
26 605 15
27 605 17
28 605 36
29 605 19
30 605 39
31 605 4
32 605 34
33 605 5
34 605 12
35 605 25
36 605 52
37 605 17
38 605 47
39 605 39
40 605 9
41 605 50
42 605 21
43 605 50
44 605 48
45 605 40
46 605 7
47 605 32
48 605 30
49 605 14

0 514 25
1 514 46
2 514 20
3 514 0
4 514 33
5 514 10
6 514 16
7 514 53
8 514 27
9 514 29
10 514 20
11 514 17
12 514 45
13 514 32
14 514 34
15 514 49
16 514 12
17 514 4
18 514 53
19 514 0
20 514 52
21 514 20
22 514 50
23 514 28
24 514 12
25 514 35
26 514 50
27 514 26
28 514 50
29 514 16
30 514 4
31 514 46
32 514 10
33 514 24
34 514 22
35 514 11
36 514 4
37 514 52
38 514 9
39 514 30
40 514 2
41 514 46
42 514 40
43 514 49
44 514 9
45 514 24
46 514 25
47 514 21
48 514 27
49 514 24

0 579 30
1 579 45
2 579 52
3 579 53
4 579 17
5 579 24
6 579 12
7 579 8
8 579 14
9 579 8
10 579 25
11 579 36
12 579 5
13 579 35
14 579 8
15 579 53
16 579 21
17 579 5
18 579 40
19 579 14
20 579 0
21 579 45
22 579 48
23 579 8
24 579 30
25 579 39
26 579 47
27 579 30
28 579 15
29 579 23
30 579 46
31 579 7
32 579 42
33 579 10
34 579 2
35 579 10
36 579 40
37 579 32
38 579 7
39 579 44
40 579 35
41 579 44
42 579 4
43 579 12
44 579 12
45 579 39
46 579 15
47 579 22
48 579 47
49 579 42

0 586 2
1 586 20
2 586 34
3 586 40
4 586 40
5 586 30
6 586 36
7 586 41
8 586 31
9 586 13
10 586 26
11 586 8
12 586 29
13 586 11
14 586 36
15 586 10
16 586 53
17 586 42
18 586 4
19 586 19
20 586 5
21 586 5
22 586 26
23 586 21
24 586 43
25 586 12
26 586 43
27 586 19
28 586 20
29 586 45
30 586 52
31 586 23
32 586 29
33 586 34
