1	0	0
2	0	172456

1	1	442
2	1	122457

1	2	474
2	2	122851

1	3	3402
2	3	40662

1	4	1631
2	4	94361

1	5	112
2	5	155301

1	6	408
2	6	149177

1	7	446
2	7	136194

1	8	1047
2	8	116419

1	9	2746
2	9	60778

1	10	403
2	10	140551

1	11	1628
2	11	85707

1	12	3380
2	12	39795

1	13	2862
2	13	58083

1	14	170
2	14	161356

1	15	2705
2	15	42985

1	16	2533
2	16	68058

1	17	1089
2	17	108601

1	18	452
2	18	134364

1	19	3119
2	19	42243

1	20	3333
2	20	33895

1	21	2590
2	21	69680

1	22	3379
2	22	27674

1	23	1109
2	23	120708

1	24	464
2	24	116632

1	25	3039
2	25	41996

1	26	2949
2	26	76323

1	27	3298
2	27	33245

1	28	3183
2	28	45667

1	29	3227
2	29	33970

1	30	2330
2	30	72344

1	31	3343
2	31	37744

1	32	2425
2	32	90710

1	33	3331
2	33	47084

1	34	3341
2	34	34643

1	35	1843
2	35	88382

1	36	290
2	36	156155

1	37	2525
2	37	89573

1	38	3234
2	38	25284

1	39	1030
2	39	121199

1	40	2704
2	40	67706

1	41	3375
2	41	26227

1	42	3392
2	42	35795

1	43	1046
2	43	144646

1	44	522
2	44	123898

1	45	230
2	45	158054

1	46	449
2	46	133196

1	47	2705
2	47	43090

1	48	498
2	48	127971

1	49	483
2	49	133216

1	50	1027
2	50	124628

1	51	2905
2	51	48725

1	52	3324
2	52	23431

1	53	2396
2	53	48311

1	54	465
2	54	124745

1	55	3368
2	55	20394

1	56	2676
2	56	42449

1	57	2831
2	57	60377

1	58	3098
2	58	29001

1	59	3346
2	59	27346

1	60	473
2	60	137072

1	61	3371
2	61	39465

1	62	3346
2	62	24596

1	63	3140
2	63	29330

1	64	2766
2	64	42164

1	65	3399
2	65	26021

1	66	2586
2	66	47270

1	67	1159
2	67	140912

1	68	3243
2	68	31919

1	69	2762
2	69	30587

1	70	2037
2	70	77447

1	71	3410
2	71	27712

1	72	2856
2	72	29719

1	73	3413
2	73	24264

1	74	1131
2	74	126152

1	75	3212
2	75	30704

1	76	2542
2	76	38038

1	77	2497
2	77	59575

1	78	3258
2	78	17901

1	79	461
2	79	136130

1	80	1136
2	80	136866

1	81	0
2	81	180179

1	82	1670
2	82	96356

1	83	3312
2	83	25420

1	84	2433
2	84	44902

1	85	2406
2	85	66249

1	86	1807
2	86	101499

1	87	3385
2	87	12648

1	88	1834
2	88	91521

1	89	581
2	89	131539

1	90	3350
2	90	33337

1	91	2774
2	91	36602

1	92	2629
2	92	50239

1	93	3147
2	93	47571

1	94	3381
2	94	25241

1	95	3194
2	95	35415

1	96	3458
2	96	18744

1	97	3283
2	97	26690

1	98	2851
2	98	58432

1	99	486
2	99	117213

1	100	3525
2	100	15869

1	101	400
2	101	137485

1	102	499
2	102	121681

1	103	3301
2	103	32305

1	104	2763
2	104	29708

1	105	3020
2	105	42294

1	106	528
2	106	116986

1	107	463
2	107	111635

1	108	497
2	108	122348

1	109	484
2	109	118004

